Gene stable ID	Gene name	Protein stable ID
ENSDARG00000098514	si:ch211-59d8.3	ENSDARP00000136832
ENSDARG00000077778	adamts9	ENSDARP00000097538
ENSDARG00000077778	adamts9	ENSDARP00000119285
ENSDARG00000057227	matcap2	ENSDARP00000113483
ENSDARG00000057227	matcap2	ENSDARP00000143305
ENSDARG00000092014	si:ch211-170i2.2	
ENSDARG00000092014	si:ch211-170i2.2	
ENSDARG00000092014	si:ch211-170i2.2	
ENSDARG00000092014	si:ch211-170i2.2	
ENSDARG00000043431	qtgal	ENSDARP00000094997
ENSDARG00000043431	qtgal	ENSDARP00000063749
ENSDARG00000043431	qtgal	
ENSDARG00000029905	phyhd1	ENSDARP00000124422
ENSDARG00000029905	phyhd1	ENSDARP00000123099
ENSDARG00000029905	phyhd1	ENSDARP00000015072
ENSDARG00000029905	phyhd1	ENSDARP00000124739
ENSDARG00000077082	agtrap	
ENSDARG00000077082	agtrap	ENSDARP00000104107
ENSDARG00000077082	agtrap	ENSDARP00000136189
ENSDARG00000077581	zzz3	ENSDARP00000115901
ENSDARG00000077581	zzz3	ENSDARP00000101210
ENSDARG00000077581	zzz3	
ENSDARG00000077581	zzz3	ENSDARP00000119233
ENSDARG00000018593	parp16	ENSDARP00000017949
ENSDARG00000079455	nlgn4xa	ENSDARP00000126721
ENSDARG00000079455	nlgn4xa	ENSDARP00000103677
ENSDARG00000079455	nlgn4xa	ENSDARP00000110247
ENSDARG00000071648	zgc:113298	ENSDARP00000123723
ENSDARG00000071648	zgc:113298	ENSDARP00000096882
ENSDARG00000071648	zgc:113298	ENSDARP00000123986
ENSDARG00000095337	si:dkey-83f18.12p	
ENSDARG00000097225	si:dkey-79d12.6	ENSDARP00000128668
ENSDARG00000097063	sparcl2	ENSDARP00000128132
ENSDARG00000094616	zgc:113984	
ENSDARG00000094616	zgc:113984	ENSDARP00000121130
ENSDARG00000094616	zgc:113984	ENSDARP00000146959
ENSDARG00000094616	zgc:113984	ENSDARP00000122705
ENSDARG00000094616	zgc:113984	ENSDARP00000116170
ENSDARG00000094616	zgc:113984	ENSDARP00000144078
ENSDARG00000002509	zgc:153911	ENSDARP00000069783
ENSDARG00000027826	pudp	ENSDARP00000112809
ENSDARG00000027826	pudp	ENSDARP00000116883
ENSDARG00000010408	igsf9b	ENSDARP00000110531
ENSDARG00000054031	mxd4	ENSDARP00000059263
ENSDARG00000062987	tyw1	ENSDARP00000126892
ENSDARG00000062987	tyw1	ENSDARP00000117225
ENSDARG00000004296	ambp	
ENSDARG00000004296	ambp	ENSDARP00000145080
ENSDARG00000004296	ambp	
ENSDARG00000004296	ambp	ENSDARP00000011426
ENSDARG00000004296	ambp	
ENSDARG00000004296	ambp	
ENSDARG00000039880	arpp19b	ENSDARP00000058335
ENSDARG00000039880	arpp19b	ENSDARP00000124122
ENSDARG00000035860	rps28	ENSDARP00000127825
ENSDARG00000035860	rps28	ENSDARP00000052062
ENSDARG00000035860	rps28	
ENSDARG00000035860	rps28	ENSDARP00000115796
ENSDARG00000041078	chka	ENSDARP00000060014
ENSDARG00000041078	chka	ENSDARP00000060183
ENSDARG00000023298	rps27.1	ENSDARP00000029079
ENSDARG00000104332	cdh28	ENSDARP00000138222
ENSDARG00000075112	tacr3a	ENSDARP00000123773
ENSDARG00000075112	tacr3a	ENSDARP00000114326
ENSDARG00000002219	si:dkey-103j14.5	ENSDARP00000051885
ENSDARG00000002219	si:dkey-103j14.5	ENSDARP00000116754
ENSDARG00000098889	si:zfos-128g4.2	ENSDARP00000135782
ENSDARG00000079391	mrpl42	ENSDARP00000103369
ENSDARG00000074306	ctslb	ENSDARP00000047915
ENSDARG00000093010	si:ch211-125e6.6	
ENSDARG00000096588	adgre15	ENSDARP00000126709
ENSDARG00000105603	si:dkey-74n13.1	
ENSDARG00000093645	si:dkeyp-73g8.6	
ENSDARG00000040021	ebag9	ENSDARP00000058545
ENSDARG00000036893	f13a1b	ENSDARP00000147730
ENSDARG00000036893	f13a1b	ENSDARP00000123898
ENSDARG00000036893	f13a1b	ENSDARP00000153253
ENSDARG00000036893	f13a1b	ENSDARP00000093311
ENSDARG00000013266	colec11	ENSDARP00000016314
ENSDARG00000013266	colec11	ENSDARP00000146252
ENSDARG00000042937	si:ch211-197n1.2	ENSDARP00000043483
ENSDARG00000111173	si:dkeyp-67e1.2	ENSDARP00000113594
ENSDARG00000094473	si:dkey-163f12.6	ENSDARP00000112539
ENSDARG00000071377	hsd11b1la	ENSDARP00000096086
ENSDARG00000071377	hsd11b1la	ENSDARP00000061738
ENSDARG00000025671	grm6b	ENSDARP00000118692
ENSDARG00000025671	grm6b	ENSDARP00000101460
ENSDARG00000025671	grm6b	ENSDARP00000030907
ENSDARG00000092630	si:dkey-239h2.4	
ENSDARG00000035018	thy1	
ENSDARG00000035018	thy1	ENSDARP00000045409
ENSDARG00000039173		ENSDARP00000119564
ENSDARG00000039173		ENSDARP00000149389
ENSDARG00000037196	arid5b	ENSDARP00000054091
ENSDARG00000037196	arid5b	ENSDARP00000126937
ENSDARG00000032264	mybl2b	ENSDARP00000157084
ENSDARG00000032264	mybl2b	ENSDARP00000040576
ENSDARG00000032264	mybl2b	ENSDARP00000109123
ENSDARG00000032264	mybl2b	ENSDARP00000122039
ENSDARG00000025325	ccsapa	ENSDARP00000136332
ENSDARG00000025325	ccsapa	ENSDARP00000030245
ENSDARG00000097542	si:ch1073-322i20.3	
ENSDARG00000054184	btr06	ENSDARP00000142639
ENSDARG00000054184	btr06	ENSDARP00000070793
ENSDARG00000056331	ahcyl1	ENSDARP00000073253
ENSDARG00000056331	ahcyl1	ENSDARP00000073256
ENSDARG00000102080	mif4gda	ENSDARP00000157298
ENSDARG00000102080	mif4gda	ENSDARP00000134032
ENSDARG00000102080	mif4gda	ENSDARP00000135400
ENSDARG00000069888	cldna	ENSDARP00000092862
ENSDARG00000038363	drd4a	ENSDARP00000006774
ENSDARG00000038363	drd4a	ENSDARP00000137479
ENSDARG00000038363	drd4a	ENSDARP00000128545
ENSDARG00000038363	drd4a	ENSDARP00000148666
ENSDARG00000010472	atp1a2a	ENSDARP00000024272
ENSDARG00000010472	atp1a2a	ENSDARP00000087730
ENSDARG00000040643	ccr10	ENSDARP00000099267
ENSDARG00000075673	arhgap21b	
ENSDARG00000075673	arhgap21b	
ENSDARG00000075673	arhgap21b	ENSDARP00000085731
ENSDARG00000075673	arhgap21b	ENSDARP00000147199
ENSDARG00000075673	arhgap21b	
ENSDARG00000075673	arhgap21b	ENSDARP00000121861
ENSDARG00000017422	apmap	ENSDARP00000004202
ENSDARG00000095804	si:ch211-14c17.4	
ENSDARG00000077318	si:ch211-14g13.5p	
ENSDARG00000097032	si:ch211-256a21.4	ENSDARP00000127655
ENSDARG00000092535	si:dkey-242h9.5	ENSDARP00000113412
ENSDARG00000096638	si:dkeyp-93h6.4	
ENSDARG00000063390	pvrl2l	ENSDARP00000119945
ENSDARG00000063390	pvrl2l	ENSDARP00000130272
ENSDARG00000026403	hephl1b	ENSDARP00000120341
ENSDARG00000062108	iffo1b	ENSDARP00000105038
ENSDARG00000062108	iffo1b	ENSDARP00000083819
ENSDARG00000062108	iffo1b	
ENSDARG00000076830	si:dkey-65b12.6	ENSDARP00000119786
ENSDARG00000076830	si:dkey-65b12.6	ENSDARP00000121993
ENSDARG00000076830	si:dkey-65b12.6	ENSDARP00000139046
ENSDARG00000076830	si:dkey-65b12.6	ENSDARP00000123629
ENSDARG00000076830	si:dkey-65b12.6	ENSDARP00000116136
ENSDARG00000076830	si:dkey-65b12.6	ENSDARP00000099056
ENSDARG00000042726	grb7	ENSDARP00000062698
ENSDARG00000075030	stx10	ENSDARP00000098502
ENSDARG00000103155	ext1a	ENSDARP00000135521
ENSDARG00000019235	sema3aa	ENSDARP00000051791
ENSDARG00000075952	mbd2	ENSDARP00000136077
ENSDARG00000075952	mbd2	ENSDARP00000154272
ENSDARG00000055472	nubp1	ENSDARP00000129550
ENSDARG00000088293	doc2b	ENSDARP00000156231
ENSDARG00000088293	doc2b	ENSDARP00000111593
ENSDARG00000088293	doc2b	ENSDARP00000108848
ENSDARG00000101050	tmc8	
ENSDARG00000101050	tmc8	ENSDARP00000141837
ENSDARG00000101050	tmc8	ENSDARP00000142051
ENSDARG00000097953	si:ch211-277g23.5	
ENSDARG00000097953	si:ch211-277g23.5	
ENSDARG00000030867	opn7c	ENSDARP00000117743
ENSDARG00000053383	rprma	ENSDARP00000069903
ENSDARG00000056921	ankk1	ENSDARP00000073959
ENSDARG00000042057	trmt1l	ENSDARP00000156040
ENSDARG00000042057	trmt1l	ENSDARP00000114812
ENSDARG00000042057	trmt1l	ENSDARP00000121707
ENSDARG00000042057	trmt1l	
ENSDARG00000105459	si:ch73-368j24.5	ENSDARP00000142122
ENSDARG00000100906	si:dkey-23a13.20	ENSDARP00000108828
ENSDARG00000088764	lyplal1	
ENSDARG00000088764	lyplal1	ENSDARP00000106126
ENSDARG00000088764	lyplal1	ENSDARP00000129811
ENSDARG00000088764	lyplal1	ENSDARP00000094497
ENSDARG00000088764	lyplal1	
ENSDARG00000033754	rbm48	ENSDARP00000049146
ENSDARG00000002184	igbp1	
ENSDARG00000002184	igbp1	ENSDARP00000015262
ENSDARG00000093450		ENSDARP00000114346
ENSDARG00000093450		ENSDARP00000117657
ENSDARG00000015681	gsk3ab	ENSDARP00000114920
ENSDARG00000015681	gsk3ab	
ENSDARG00000015681	gsk3ab	ENSDARP00000011670
ENSDARG00000092078	si:ch211-267e7.22	
ENSDARG00000092078	si:ch211-267e7.22	
ENSDARG00000092078	si:ch211-267e7.22	
ENSDARG00000092078	si:ch211-267e7.22	
ENSDARG00000105359	si:ch1073-159d7.4	ENSDARP00000135695
ENSDARG00000079665	gpr158b	ENSDARP00000100099
ENSDARG00000079665	gpr158b	ENSDARP00000140567
ENSDARG00000021702	pdcd4a	ENSDARP00000131636
ENSDARG00000021702	pdcd4a	ENSDARP00000148546
ENSDARG00000021702	pdcd4a	ENSDARP00000147026
ENSDARG00000021702	pdcd4a	
ENSDARG00000096968	si:ch211-201m7.7	
ENSDARG00000070846	dazap1	ENSDARP00000117590
ENSDARG00000070846	dazap1	ENSDARP00000130727
ENSDARG00000070846	dazap1	ENSDARP00000111358
ENSDARG00000070846	dazap1	ENSDARP00000109996
ENSDARG00000070846	dazap1	
ENSDARG00000070507	trpc4a	ENSDARP00000075235
ENSDARG00000070507	trpc4a	ENSDARP00000153505
ENSDARG00000009754	zc3h11a	
ENSDARG00000009754	zc3h11a	ENSDARP00000105424
ENSDARG00000009754	zc3h11a	
ENSDARG00000077124	brsk1a	ENSDARP00000155021
ENSDARG00000077124	brsk1a	ENSDARP00000151803
ENSDARG00000077124	brsk1a	ENSDARP00000126613
ENSDARG00000101124	si:dkey-161f11.2	
ENSDARG00000101124	si:dkey-161f11.2	
ENSDARG00000101124	si:dkey-161f11.2	
ENSDARG00000101124	si:dkey-161f11.2	
ENSDARG00000101124	si:dkey-161f11.2	
ENSDARG00000101124	si:dkey-161f11.2	
ENSDARG00000101124	si:dkey-161f11.2	
ENSDARG00000101124	si:dkey-161f11.2	
ENSDARG00000067828	olfce1	ENSDARP00000011703
ENSDARG00000004184	nf1b	ENSDARP00000119608
ENSDARG00000063155	dcaf12	ENSDARP00000086448
ENSDARG00000063155	dcaf12	ENSDARP00000125980
ENSDARG00000096606	si:ch73-94k4.4	ENSDARP00000126832
ENSDARG00000033444	map4k6	ENSDARP00000091124
ENSDARG00000088861	znf1021	ENSDARP00000125392
ENSDARG00000088861	znf1021	ENSDARP00000123203
ENSDARG00000079453	atp8b4	ENSDARP00000126868
ENSDARG00000079453	atp8b4	ENSDARP00000102872
ENSDARG00000042825	rnf169	ENSDARP00000062855
ENSDARG00000100423		
ENSDARG00000060036	aimp1a	ENSDARP00000078619
ENSDARG00000020926	creb3l3l	ENSDARP00000024846
ENSDARG00000020926	creb3l3l	
ENSDARG00000020926	creb3l3l	ENSDARP00000129904
ENSDARG00000104656	si:dkeyp-97a10.3	ENSDARP00000142041
ENSDARG00000091901	si:dkey-25c4.1	
ENSDARG00000019098	cd82a	ENSDARP00000124595
ENSDARG00000019098	cd82a	ENSDARP00000151955
ENSDARG00000019098	cd82a	ENSDARP00000028018
ENSDARG00000016897	fbxo15	ENSDARP00000113137
ENSDARG00000016897	fbxo15	ENSDARP00000042942
ENSDARG00000016897	fbxo15	ENSDARP00000153611
ENSDARG00000037962	psmb7	
ENSDARG00000037962	psmb7	
ENSDARG00000037962	psmb7	ENSDARP00000112303
ENSDARG00000037962	psmb7	ENSDARP00000055324
ENSDARG00000037962	psmb7	ENSDARP00000118428
ENSDARG00000096996	si:dkey-117j14.7	
ENSDARG00000003533	col8a1b	ENSDARP00000006367
ENSDARG00000003533	col8a1b	ENSDARP00000129340
ENSDARG00000003533	col8a1b	ENSDARP00000156329
ENSDARG00000015566	dnmt3ab	ENSDARP00000126446
ENSDARG00000015566	dnmt3ab	ENSDARP00000108609
ENSDARG00000015566	dnmt3ab	ENSDARP00000145789
ENSDARG00000015566	dnmt3ab	ENSDARP00000151802
ENSDARG00000115281	si:dkey-108k21.23	ENSDARP00000153440
ENSDARG00000114405	zgc:194989	ENSDARP00000067948
ENSDARG00000114405	zgc:194989	ENSDARP00000145397
ENSDARG00000020788	sla2b	
ENSDARG00000020788	sla2b	ENSDARP00000121867
ENSDARG00000020788	sla2b	ENSDARP00000146648
ENSDARG00000098428	asic1c	ENSDARP00000136843
ENSDARG00000098428	asic1c	ENSDARP00000130223
ENSDARG00000097460	si:zfos-1537b9.2	
ENSDARG00000069245	matn3a	ENSDARP00000125091
ENSDARG00000069245	matn3a	ENSDARP00000091381
ENSDARG00000069245	matn3a	ENSDARP00000124655
ENSDARG00000069245	matn3a	ENSDARP00000091383
ENSDARG00000069245	matn3a	ENSDARP00000127244
ENSDARG00000004597	lrrc4ba	ENSDARP00000156944
ENSDARG00000004597	lrrc4ba	ENSDARP00000148077
ENSDARG00000004597	lrrc4ba	ENSDARP00000126055
ENSDARG00000009350	atg3	ENSDARP00000041303
ENSDARG00000010956	sh3glb1b	
ENSDARG00000010956	sh3glb1b	ENSDARP00000143647
ENSDARG00000010956	sh3glb1b	ENSDARP00000138573
ENSDARG00000010956	sh3glb1b	ENSDARP00000045932
ENSDARG00000010956	sh3glb1b	ENSDARP00000149174
ENSDARG00000010956	sh3glb1b	
ENSDARG00000010956	sh3glb1b	ENSDARP00000126375
ENSDARG00000098260	si:dkeyp-85h7.1	ENSDARP00000139465
ENSDARG00000099535	pcdha8l	ENSDARP00000135374
ENSDARG00000100139	si:ch211-113d22.2	ENSDARP00000131340
ENSDARG00000100139	si:ch211-113d22.2	
ENSDARG00000100139	si:ch211-113d22.2	ENSDARP00000141887
ENSDARG00000076966	pagr1	ENSDARP00000104234
ENSDARG00000076966	pagr1	ENSDARP00000126936
ENSDARG00000076966	pagr1	ENSDARP00000145086
ENSDARG00000042252	eif4h	ENSDARP00000131876
ENSDARG00000042252	eif4h	ENSDARP00000119123
ENSDARG00000042252	eif4h	ENSDARP00000130536
ENSDARG00000042252	eif4h	ENSDARP00000117924
ENSDARG00000042151	skia	ENSDARP00000091440
ENSDARG00000018898	zfand5a	ENSDARP00000113136
ENSDARG00000018898	zfand5a	
ENSDARG00000018898	zfand5a	ENSDARP00000117816
ENSDARG00000018898	zfand5a	ENSDARP00000019037
ENSDARG00000004274	zgc:112496	ENSDARP00000066582
ENSDARG00000018008	mdh1b	
ENSDARG00000018008	mdh1b	ENSDARP00000116491
ENSDARG00000018008	mdh1b	
ENSDARG00000018008	mdh1b	
ENSDARG00000103802	btbd8	ENSDARP00000137947
ENSDARG00000052164	znf507	ENSDARP00000089712
ENSDARG00000052164	znf507	ENSDARP00000133688
ENSDARG00000071548	josd1	ENSDARP00000096632
ENSDARG00000071548	josd1	ENSDARP00000152754
ENSDARG00000046141	zgc:162025	ENSDARP00000067842
ENSDARG00000036080	cd81a	
ENSDARG00000036080	cd81a	ENSDARP00000052382
ENSDARG00000036080	cd81a	
ENSDARG00000041802	rnf141	ENSDARP00000061264
ENSDARG00000041802	rnf141	ENSDARP00000116452
ENSDARG00000096747	si:ch211-260g14.9	
ENSDARG00000071679	mydgf	ENSDARP00000096934
ENSDARG00000071679	mydgf	ENSDARP00000120600
ENSDARG00000079438	pkp3b	ENSDARP00000101802
ENSDARG00000079438	pkp3b	
ENSDARG00000079438	pkp3b	ENSDARP00000144453
ENSDARG00000086457	tnfaip8l1	ENSDARP00000119527
ENSDARG00000086457	tnfaip8l1	ENSDARP00000108146
ENSDARG00000032552	marchf5	ENSDARP00000043068
ENSDARG00000097736	si:ch211-137o16.8	
ENSDARG00000101910	pcdh20l	ENSDARP00000130343
ENSDARG00000058815	ihhb	ENSDARP00000108406
ENSDARG00000058815	ihhb	ENSDARP00000076199
ENSDARG00000013076	bmi1b	ENSDARP00000157311
ENSDARG00000013076	bmi1b	
ENSDARG00000013076	bmi1b	ENSDARP00000115422
ENSDARG00000044626	ccdc90b	ENSDARP00000065562
ENSDARG00000015862	rpl5b	ENSDARP00000106359
ENSDARG00000096017	si:dkeyp-98a7.2p	
ENSDARG00000014790	g3bp2a	ENSDARP00000157047
ENSDARG00000014790	g3bp2a	ENSDARP00000046375
ENSDARG00000071396	timm23a	ENSDARP00000123772
ENSDARG00000071396	timm23a	ENSDARP00000096296
ENSDARG00000061791	nyx	ENSDARP00000083002
ENSDARG00000068993	zgc:153631	ENSDARP00000117794
ENSDARG00000068993	zgc:153631	
ENSDARG00000068993	zgc:153631	ENSDARP00000157657
ENSDARG00000068993	zgc:153631	
ENSDARG00000068993	zgc:153631	ENSDARP00000090786
ENSDARG00000068993	zgc:153631	ENSDARP00000119661
ENSDARG00000075072	rpap1	ENSDARP00000100448
ENSDARG00000075072	rpap1	ENSDARP00000156664
ENSDARG00000097687	si:dkeyp-98f5.2	
ENSDARG00000056531	nutf2	ENSDARP00000112907
ENSDARG00000056531	nutf2	ENSDARP00000073506
ENSDARG00000011240	ift46	ENSDARP00000124580
ENSDARG00000011240	ift46	ENSDARP00000083038
ENSDARG00000061185	naa60	ENSDARP00000081428
ENSDARG00000095132	si:dkey-51d8.2	ENSDARP00000118630
ENSDARG00000095132	si:dkey-51d8.2	ENSDARP00000106214
ENSDARG00000095132	si:dkey-51d8.2	ENSDARP00000157585
ENSDARG00000095132	si:dkey-51d8.2	ENSDARP00000135904
ENSDARG00000095132	si:dkey-51d8.2	ENSDARP00000155508
ENSDARG00000095132	si:dkey-51d8.2	ENSDARP00000149090
ENSDARG00000095132	si:dkey-51d8.2	ENSDARP00000150805
ENSDARG00000059423	prune2	ENSDARP00000117053
ENSDARG00000059423	prune2	ENSDARP00000116025
ENSDARG00000059423	prune2	ENSDARP00000077012
ENSDARG00000036787	tap2a	ENSDARP00000028924
ENSDARG00000079221	si:ch211-162k9.6	ENSDARP00000128475
ENSDARG00000079221	si:ch211-162k9.6	ENSDARP00000143776
ENSDARG00000079221	si:ch211-162k9.6	ENSDARP00000129573
ENSDARG00000045857	cebpz	ENSDARP00000090088
ENSDARG00000094301	si:ch211-153i8.1	
ENSDARG00000114873	traj25	ENSDARP00000154437
ENSDARG00000103707	traj59	ENSDARP00000139333
ENSDARG00000097437	si:dkey-221l4.12	
ENSDARG00000077299	yars2	ENSDARP00000070911
ENSDARG00000115333	traj49	ENSDARP00000157392
ENSDARG00000115584	traj29	ENSDARP00000156253
ENSDARG00000033134	ndufaf7	ENSDARP00000121900
ENSDARG00000033134	ndufaf7	ENSDARP00000067396
ENSDARG00000004433	btk	ENSDARP00000124430
ENSDARG00000002994	itpkca	ENSDARP00000119462
ENSDARG00000022177	ddx59	ENSDARP00000096377
ENSDARG00000022177	ddx59	ENSDARP00000111503
ENSDARG00000036382	ponzr6	ENSDARP00000117993
ENSDARG00000030311	tmc2b	ENSDARP00000044470
ENSDARG00000030311	tmc2b	ENSDARP00000122551
ENSDARG00000003420	chrna5	ENSDARP00000148565
ENSDARG00000003420	chrna5	ENSDARP00000002331
ENSDARG00000060124	timm17b	ENSDARP00000078852
ENSDARG00000045874	yeats4	ENSDARP00000067426
ENSDARG00000075666	tsc22d3	ENSDARP00000054114
ENSDARG00000044895	fmoda	ENSDARP00000065984
ENSDARG00000044895	fmoda	ENSDARP00000155591
ENSDARG00000041546	gypc	ENSDARP00000060904
ENSDARG00000041546	gypc	ENSDARP00000149175
ENSDARG00000045691	zcrb1	ENSDARP00000067173
ENSDARG00000045691	zcrb1	ENSDARP00000067171
ENSDARG00000098652	pcdh11	ENSDARP00000142158
ENSDARG00000098652	pcdh11	ENSDARP00000137646
ENSDARG00000100468	znf1182	ENSDARP00000139957
ENSDARG00000101459	si:dkey-279j5.1	ENSDARP00000132475
ENSDARG00000101459	si:dkey-279j5.1	ENSDARP00000147323
ENSDARG00000101459	si:dkey-279j5.1	ENSDARP00000131837
ENSDARG00000101459	si:dkey-279j5.1	ENSDARP00000151500
ENSDARG00000101459	si:dkey-279j5.1	ENSDARP00000148537
ENSDARG00000101459	si:dkey-279j5.1	ENSDARP00000145059
ENSDARG00000101459	si:dkey-279j5.1	ENSDARP00000154043
ENSDARG00000017675	utp4	ENSDARP00000003198
ENSDARG00000089513	si:ch211-198e20.10	ENSDARP00000129657
ENSDARG00000096118	ost4	ENSDARP00000125377
ENSDARG00000087814	mfrp	ENSDARP00000110855
ENSDARG00000101715	arsg	ENSDARP00000137037
ENSDARG00000101715	arsg	ENSDARP00000139053
ENSDARG00000095555	si:ch211-163g19.2	ENSDARP00000114350
ENSDARG00000022918	tbcc	ENSDARP00000015151
ENSDARG00000094135	si:ch211-51n3.1	
ENSDARG00000094135	si:ch211-51n3.1	
ENSDARG00000068602	dalrd3	ENSDARP00000090057
ENSDARG00000002912	adipor1a	ENSDARP00000077196
ENSDARG00000002912	adipor1a	ENSDARP00000114440
ENSDARG00000002912	adipor1a	ENSDARP00000154640
ENSDARG00000103395	si:ch73-281i18.7	ENSDARP00000135492
ENSDARG00000103395	si:ch73-281i18.7	ENSDARP00000138785
ENSDARG00000103395	si:ch73-281i18.7	ENSDARP00000104814
ENSDARG00000079377	arhgef38	ENSDARP00000103670
ENSDARG00000016345	ncoa5	ENSDARP00000014595
ENSDARG00000016345	ncoa5	ENSDARP00000118898
ENSDARG00000016345	ncoa5	
ENSDARG00000091317	hunk	ENSDARP00000106262
ENSDARG00000091317	hunk	ENSDARP00000118480
ENSDARG00000091317	hunk	
ENSDARG00000096726	hspa12a.2	ENSDARP00000127155
ENSDARG00000070847	trim35-20	ENSDARP00000037611
ENSDARG00000096678	si:dkey-1f1.3	ENSDARP00000136756
ENSDARG00000096678	si:dkey-1f1.3	ENSDARP00000127311
ENSDARG00000004034	arhgdig	ENSDARP00000015397
ENSDARG00000004034	arhgdig	ENSDARP00000116437
ENSDARG00000000474	tnni1a	ENSDARP00000000488
ENSDARG00000054597	cnot6l	
ENSDARG00000054597	cnot6l	ENSDARP00000156384
ENSDARG00000054597	cnot6l	ENSDARP00000071278
ENSDARG00000097891	si:ch73-4e5.1	
ENSDARG00000097891	si:ch73-4e5.1	
ENSDARG00000097891	si:ch73-4e5.1	
ENSDARG00000097891	si:ch73-4e5.1	
ENSDARG00000058695	ddr2b	ENSDARP00000145025
ENSDARG00000058695	ddr2b	ENSDARP00000123523
ENSDARG00000099189	abhd5a	
ENSDARG00000099189	abhd5a	
ENSDARG00000012467	spint1b	ENSDARP00000006108
ENSDARG00000073950	cd4-2.2	ENSDARP00000142294
ENSDARG00000073950	cd4-2.2	ENSDARP00000142514
ENSDARG00000067566	sftpbb	ENSDARP00000088025
ENSDARG00000058696	tbl1xr1a	ENSDARP00000076048
ENSDARG00000058696	tbl1xr1a	ENSDARP00000105938
ENSDARG00000058696	tbl1xr1a	ENSDARP00000115687
ENSDARG00000058696	tbl1xr1a	ENSDARP00000133382
ENSDARG00000007383	kcnk6	ENSDARP00000025586
ENSDARG00000095291	si:ch1073-404f17.2	
ENSDARG00000095291	si:ch1073-404f17.2	
ENSDARG00000063036	psd2	ENSDARP00000130218
ENSDARG00000063036	psd2	ENSDARP00000135529
ENSDARG00000093079	proca	
ENSDARG00000093079	proca	ENSDARP00000119453
ENSDARG00000093079	proca	
ENSDARG00000093079	proca	ENSDARP00000138595
ENSDARG00000019004	smarcd1	
ENSDARG00000019004	smarcd1	ENSDARP00000009407
ENSDARG00000073704	si:dkeyp-72g9.4	ENSDARP00000099389
ENSDARG00000073704	si:dkeyp-72g9.4	ENSDARP00000117980
ENSDARG00000073704	si:dkeyp-72g9.4	ENSDARP00000121157
ENSDARG00000057887	nts	ENSDARP00000075084
ENSDARG00000057887	nts	ENSDARP00000112543
ENSDARG00000045378	pi15a	ENSDARP00000117953
ENSDARG00000099469	si:dkey-13m3.1	
ENSDARG00000043757	ptbp3	ENSDARP00000118637
ENSDARG00000043757	ptbp3	ENSDARP00000155618
ENSDARG00000043757	ptbp3	ENSDARP00000040307
ENSDARG00000097342	linc.5888	
ENSDARG00000017537	prkag3a	ENSDARP00000112412
ENSDARG00000017537	prkag3a	
ENSDARG00000017537	prkag3a	
ENSDARG00000017537	prkag3a	ENSDARP00000008617
ENSDARG00000017537	prkag3a	
ENSDARG00000017537	prkag3a	
ENSDARG00000094146	pimr134	ENSDARP00000127171
ENSDARG00000012942	itgb5	
ENSDARG00000012942	itgb5	ENSDARP00000117973
ENSDARG00000012942	itgb5	ENSDARP00000074455
ENSDARG00000012942	itgb5	ENSDARP00000116261
ENSDARG00000012942	itgb5	ENSDARP00000092532
ENSDARG00000068934	cyp1b1	ENSDARP00000105704
ENSDARG00000068934	cyp1b1	ENSDARP00000107132
ENSDARG00000104129	si:dkey-23n7.10	ENSDARP00000131171
ENSDARG00000104129	si:dkey-23n7.10	ENSDARP00000140033
ENSDARG00000074156	sgca	ENSDARP00000123911
ENSDARG00000074156	sgca	ENSDARP00000124492
ENSDARG00000052019	si:ch73-109d9.1	ENSDARP00000124906
ENSDARG00000101668	traj1	
ENSDARG00000101668	traj1	
ENSDARG00000058587	terb1	ENSDARP00000118262
ENSDARG00000058587	terb1	ENSDARP00000075909
ENSDARG00000017860	rgs5b	ENSDARP00000003154
ENSDARG00000075996	znfl1b	ENSDARP00000119115
ENSDARG00000067507	kctd8	ENSDARP00000106333
ENSDARG00000067507	kctd8	ENSDARP00000087917
ENSDARG00000070644	ttpal	ENSDARP00000094710
ENSDARG00000070644	ttpal	
ENSDARG00000037935	aldh16a1	ENSDARP00000111827
ENSDARG00000103815	si:dkey-166k12.6	
ENSDARG00000093180	si:ch211-126g16.8	
ENSDARG00000093180	si:ch211-126g16.8	
ENSDARG00000043664	si:dkey-63b1.1	ENSDARP00000064109
ENSDARG00000101047	rtcb	ENSDARP00000132958
ENSDARG00000101047	rtcb	ENSDARP00000140069
ENSDARG00000101047	rtcb	
ENSDARG00000005754	ptprfb	ENSDARP00000077749
ENSDARG00000005754	ptprfb	
ENSDARG00000005754	ptprfb	ENSDARP00000156870
ENSDARG00000005754	ptprfb	ENSDARP00000155871
ENSDARG00000005754	ptprfb	ENSDARP00000151637
ENSDARG00000005754	ptprfb	ENSDARP00000156606
ENSDARG00000005754	ptprfb	ENSDARP00000132216
ENSDARG00000005754	ptprfb	ENSDARP00000113166
ENSDARG00000103165	si:ch211-147g21.5	
ENSDARG00000101217	fam78aa	ENSDARP00000140707
ENSDARG00000062142	stoml1	ENSDARP00000083949
ENSDARG00000088402	rubcnl	ENSDARP00000113588
ENSDARG00000088402	rubcnl	ENSDARP00000123329
ENSDARG00000052361	il15	ENSDARP00000118478
ENSDARG00000052361	il15	ENSDARP00000125113
ENSDARG00000004580	nmnat2	ENSDARP00000004144
